Dictionary,Type,Countries
Islamic State in Yemen ,Entity,AU
Islamic State of Iraq,Entity,AU
Islamic State of Iraq and al Sham in Libya,Entity,AU
Islamic State of Iraq and al Sham–Libya,Entity,AU
Islamic State of Iraq and ash-Sham – Sinai,Entity,AU
Islamic State of Iraq and Syria - Greater Sahara (ISIS - GS),Entity,AU
Islamic State of Iraq and Syria - West Africa (ISIS -WA),Entity,AU
Islamic State of Iraq and Syria in Libya,Entity,AU
Islamic State of Iraq and Syria Libya,Entity,AU
Islamic State of Iraq and Syria Sinai Province,Entity,AU
Islamic State of Iraq and Syria West Africa Province (ISISWAP),Entity,AU
Islamic State of Iraq and the Levant - West Africa ,Entity,AU
Islamic State of Iraq and the Levant -Greater Sahara (ISIS-GS),Entity,AU
Islamic State of Iraq and the Levant in Libya,Entity,"NZ, AU"
Islamic State of Iraq and the Levant of Yemen,Entity,AU
Islamic State of Iraq and the Levant-Sinai,Entity,AU
Islamic State of Iraq and the Levant-Sinai Province,Entity,AU
Islamic State of Iraq and the Levant–Libya,Entity,AU
Islamic State of the Greater Sahel,Entity,AU
Islamic State Sinai Province,Entity,AU
Islamic State Somalia ,Entity,AU
Islamic State West Africa Province (ISWAP),Entity,AU
Islamic State–Libya,Entity,AU
Islamic State's Khorasan Province,Entity,AU
ISS,Entity,AU
Istikamet,Entity,AU
ISYF,Entity,AU
Izhevsk Unmanned Systems Research and Production Associated Limited Liability Company,Entity,NZ
Izhevsk Unmanned Systems Research and Production Associated Limited Liability Company ,Entity,AU
Izz al Din al Qassam Battalions,Entity,AU
Izz al Din al Qassam Brigades,Entity,AU
Izz al Din al Qassam Forces,Entity,AU
Izz al Din al Qassim Battalion,Entity,AU
Izz al Din al Qassim Brigades,Entity,AU
Izz al Din al Qassim Forces,Entity,AU
Jabhat al-Nusra,Entity,AU
Jabhat al-Nusra li-Ahl al-Sham Min Mujahideen al-Sham fi Sahat al-Jihad,Entity,AU
Jabhat al-Nusrah,Entity,"NZ, AU"
Jabhat Fatah al-Sham,Entity,"NZ, AU"
Jabhat Fateh Al-Sham,Entity,AU
Jabhat Fath al Sham,Entity,AU
Jabhat Fath al-Sham ,Entity,AU
Jabhet al-Nusra,Entity,"NZ, AU"
Jaish Ansar al-Sunna,Entity,AU
JAISH-I-MOHAMMED,Entity,AU
JAM'IYAT AL TA'AWUN AL ISLAMIYYA,Entity,AU
JAM'YAH TA'AWUN AL-ISLAMIA,Entity,AU
Jama'a Nusrat ul-Islam wa al-Muslimin (JNIM),Entity,AU
Jama'ah Ansharut Tauhid,Entity,AU
Jama'ah Islamiyah,Entity,AU
Jama'at al-Dawa,Entity,AU
JAMA'AT AL-JIHAD,Entity,AU
Jama'at Al-Tawhid Wa'al-Jihad,Entity,AU
Jama'at Mujahideen Bangladesh,Entity,AU
Jama'at-i-Dawat,Entity,AU
Jama'at-ud-Da'awa,Entity,AU
Jama'at-ud-Da'awah,Entity,AU
JAMA'ATU AHLIS SUNNA LIDDA'AWATI WAL-JIHAD,Entity,AU
"Jama'atu Ahlus-Sunna
Lidda'Awati Wal Jihad",Entity,AU
Jama'atu Ahlus-Sunnah Lidda'Awati Wal Jihad,Entity,AU
Jama'atu Ansaril Muslimina fi Biladis Sudan (JAMBS),Entity,AU
Jama’atu Ansarul Muslimina fi Biladis-Sudan (JAMBS),Entity,AU
Jama'atul Mujahideen Bangladesh,Entity,AU
Jama`at al-Tawhid wal-Jihad ,Entity,AU
Jamaah Ansharut Daulah,Entity,"NZ, AU"
Jamaah Ansharut Daulat,Entity,AU
Jamaah Ansharut Tauhid,Entity,AU
Jamaah Islamiyah,Entity,AU
Jamaat Ansar al-Dawa al-Islamiyya fi Bayt Al Maqdis,Entity,AU
Jamaat Ansar Beit al-Maqdis,Entity,AU
Jamaat Ansar Beit al-Maqdis fi Sinaa,Entity,AU
JAMAAT MOJAHEDIN,Entity,AU
Jamaat Mujahideen Bangladesh,Entity,AU
Jamaat ud-Daawa ,Entity,AU
Jamaat ul-Dawah,Entity,AU
Jamaat-e-Ahrar,Entity,AU
Jamaat-ud-Dawa,Entity,AU
Jamaat-ul Mujahideen Bangladesh,Entity,AU
Jamaat-ul-Ahrar (JuA),Entity,AU
Jamaat-ul-Dawa,Entity,AU
Jamaati-ud-Dawa,Entity,AU
Jamaiat-ud-Dawa,Entity,AU
Jamal Network,Entity,AU
Jamayetul Mujahideen Bangladesh,Entity,AU
Jamia Ihya ul Turath,Entity,AU
JAMIAT AL-JIHAD AL-ISLAMI,Entity,AU
JAMIAT AYAT-UR-RHAS AL ISLAMIAC,Entity,AU
Jamiat Ihia Al-Turath Al-Islamiya,Entity,AU
Jamiat Ihya ul Turath al Islamia,Entity,AU
JAMIYAT,Entity,AU
Jamma’atu Ansarul Muslimina fi Biladis-Sudan (JAMBS),Entity,AU
JANNAT OSHIKLARI,Entity,AU
JAT,Entity,AU
Javedan Mehr Toos,Entity,AU
Jaysh al-Muhajirin wal-Ansar (JAMWA),Entity,AU
Jaysh Khalid Ibn al Waleed,Entity,AU
Jeil Credit Bank,Entity,AU
Jem'mah Ansharut Tauhid,Entity,AU
JEMA'AH ISLAMIYAH,Entity,AU
Jemaah Anshorut Daulah,Entity,AU
Jemaah Anshorut Tauhid,Entity,AU
Jemaah Islamiah,Entity,AU
JEMAAH ISLAMIYA,Entity,AU
JEMAAH ISLAMIYAH,Entity,AU
Jemmah Ansharut Tauhid,Entity,AU
Jemmah Anshorut Tauhid ,Entity,AU
Jihad Group,Entity,AU
Jihadi Jerusalem,Entity,AU
JINDALLAE,Entity,AU
Jinsong Joint Bank ,Entity,AU
JIT,Entity,AU
JMB,Entity,AU
JMT,Entity,AU
Joint Public Stock Company Nevskoe Design Bureau,Entity,NZ
"Joint Stock Company ""Kronstadt Marine Plant""",Entity,NZ
Joint Stock Company 10 Ordena Trudovogo Krasnogo Znameni Dockyard,Entity,NZ
Joint Stock Company 150 Aircraft Repair Plant,Entity,NZ
Joint Stock Company 356 Aircraft Repair Plant,Entity,NZ
Joint Stock Company Admiralty Shipyards ,Entity,AU
Joint Stock Company All-Russian Research Institute Signal,Entity,"NZ, AU"
Joint Stock Company Arzamassky Priborostroitelny Zavod Imeni Plandina,Entity,NZ
Joint Stock Company Avangard,Entity,NZ
Joint Stock Company Aviation Equipment,Entity ,AU
Joint Stock Company Baltic Shipbuilding Plant Yantar,Entity,NZ
JOINT STOCK COMPANY BATTERY COMPANY RIGEL,Entity,NZ
Joint Stock Company Begishevo Airport,Entity,NZ
Joint Stock Company BPO Progress,Entity,NZ
Joint Stock Company Center of Research and Technology Services Dinamika,Entity,"NZ, AU"
Joint Stock Company Central Design Bureau for Marine Engineering Rubin,Entity,NZ
Joint Stock Company Central Research Institute Cyclone,Entity,NZ
Joint Stock Company Concern Avtomatika ,Entity,NZ
Joint Stock Company Concern Avtomatika ,Entity,AU
Joint Stock Company Concern Granit-Electron,Entity,NZ
Joint Stock Company Concern Sozvedie,Entity,NZ
Joint Stock Company Concern Sozvezdie,Entity,AU
Joint Stock Company Corporation Moscow Institute of Heat Technology,Entity,NZ
Joint Stock Company Design Office for Shipbuilding Vympel,Entity,NZ
Joint Stock Company Electrotyaga,Entity,NZ
Joint Stock Company Federal Scientific and Production Center Titan Barrikady,Entity,NZ
Joint Stock Company Flight Research Institute N.A. M.M. Gromov,Entity,NZ
Joint Stock Company GosNIIMash,Entity,NZ
Joint Stock Company Grts Makeyeva,Entity,AU
Joint Stock Company GTLK State Transport Leasing Company,Entity,NZ
Joint Stock Company Helicopter Service Company,Entity,NZ
Joint Stock Company Ilyushin Finance Company ,Entity,NZ
Joint Stock Company Information Security Reform,Entity,NZ
Joint Stock Company Invest Capital Bank,Entity,AU
Joint Stock Company Kalashnikov Concern ,Entity,AU
Joint Stock Company Kalugapribor,Entity,NZ
Joint Stock Company KEMZ,Entity,NZ
Joint Stock Company Khabarovsk Shipbuilding Yard,Entity,NZ
Joint Stock Company Krasnodarskiy Avtocentr KAMAZ,Entity,NZ
Joint Stock Company Kumertau Aviation Production Enterprise,Entity,NZ
Joint Stock Company Lazurit Design Bureau,Entity ,AU
Joint Stock Company Machine Building Design Bureau ‘Iskra’ named after I.I. Kartukov,Entity ,AU
Joint Stock Company Machine-Building Engineering Office Fakel Named After Akademika P. D. Grushina,Entity,"NZ, AU"
Joint Stock Company Management Company of the Russian Direct Investment Fund,Entity,AU
Joint Stock Company Meteor Plant,Entity,NZ
Joint Stock Company Military-Industrial Corporation NPO Mashinostroyenia,Entity ,AU
Joint Stock Company National Helicopter Center Mil and Kamov,Entity,NZ
Joint Stock Company North Western Regional Center of Almaz Antey Concern Obukhovsky Plant,Entity,NZ
Joint Stock Company Northern Production Association Arktika,Entity,NZ
Joint Stock Company NPP Signal,Entity,NZ
Joint Stock Company Obninsk Research and Production Enterprise Technologiya named after A. G. Romashin,Entity,NZ
Joint Stock Company ODK-Klimov,Entity,"NZ, AU"
Joint Stock Company Operating Organization of Zaporizhzhya Nuclear Power Plant,Entity,AU
Joint Stock Company Permskiy Zavod Mashinostroitel,Entity,NZ
Joint Stock Company Plant Kulakova,Entity,NZ
Joint Stock Company Plasma,Entity,NZ
Joint Stock Company PNIEI,Entity,NZ
Joint Stock Company PO Elektropribor,Entity,NZ
Joint Stock Company Production Association Strela,Entity,NZ
Joint Stock Company Production Association Ural Optical and Mechanical Plant Named After E.S. Yalamov,Entity,NZ
Joint Stock Company Progress Arsenyev Aviation Company,Entity,NZ
Joint Stock Company Radiopribor,Entity,NZ
Joint Stock Company Ramensky Instrument Engineering Plant,Entity,NZ
Joint Stock Company Ravenstvo,Entity,NZ
Joint Stock Company Ravenstvo-Service,Entity,NZ
Joint Stock Company Reductor - PM,Entity,NZ
Joint Stock Company Research and Development centre Atlas,Entity,NZ
Joint Stock Company Research and Development Enterprise Almaz,Entity,NZ
Joint Stock Company Research and Production Corporation Konstruktorskoye Byuro Mashynostroyeniya,Entity,NZ
Joint Stock Company Research and Production Enterprise Radar MMS,Entity,"NZ, AU"
Joint Stock Company Research Design and Technological Bureau Onega,Entity,NZ
Joint Stock Company RT-Tekhpriemka,Entity,NZ
Joint Stock Company Ruselectronics ,Entity,NZ
Joint Stock Company Russian Research Institute Electronstandart,Entity,NZ
Joint Stock Company Ryazan State Instrument Making Enterprise,Entity,NZ
Joint Stock Company Salavat Chemical Plant,Entity,NZ
Joint Stock Company Salute,Entity,NZ
Joint Stock Company Saratovski Radiopribornyi Zavod,Entity,NZ
Joint Stock Company Scientific And Research Institute Of Electronic Engineering Materials,Entity,NZ
Joint Stock Company Scientific Production Enterprise Kontakt,Entity,NZ
Joint Stock Company Scientific Research Institute Giricond,Entity,NZ
Joint Stock Company Scientific Research Institute of Computing Machinery,Entity,NZ
Joint Stock Company Scientific Research Institute Of Electrical Carbon Products,Entity,NZ
Joint Stock Company Scientific Research Institute Platan With Plant,Entity,NZ
"Joint Stock Company Scientific-Research Institute ""Vektor"" ",Entity,AU
Joint Stock Company Severniy Press,Entity,NZ
Joint Stock Company Shipbuilding Plant Lotos,Entity,NZ
Joint Stock Company Shiprepairing Center Zvyozdochka,Entity,NZ
Joint Stock Company Shvabe ,Entity,AU
Joint Stock Company SIP RS,Entity,NZ
Joint Stock Company Special Design Bureau Turbina,Entity,NZ
Joint Stock Company Special Relay System Design And Engineering Bureau,Entity,NZ
Joint Stock Company Sredne-Nevsky Shipyard,Entity,NZ
Joint Stock Company State Research Center of the Russian Federation Troitsk Institute for Innovation and Fusion Research,Entity,AU
Joint Stock Company State Scientific Centre Research Institute of Atomic Reactor,Entity ,AU
Joint Stock Company State Scientific Research Institute Kristall,Entity,NZ
Joint Stock Company Stupino Engineering Productive Enterprise,Entity,NZ
Joint Stock Company Sudoexport,Entity,NZ
Joint Stock Company Svetlana Semiconductors,Entity ,AU
Joint Stock Company Svetlovsky Enterprise ERA,Entity,NZ
Joint Stock Company Technodinamika,Entity ,AU
Joint Stock Company the St. Petersburg’s Sea Bureau of Mechanical Engineering Malachite,Entity,NZ
Joint Stock Company Trading House Rosel,Entity,NZ
Joint Stock Company Tula Machine Building Plant ,Entity,NZ
Joint Stock Company Ulan-Ude Aviation Plant,Entity,NZ
Joint Stock Company United Engine Corporation,Entity,AU
Joint Stock Company URALELEMENT,Entity,NZ
Joint Stock Company VNII Veha,Entity,NZ
Joint Stock Company Voronezh Semiconductor Devices Factory Assembly,Entity ,AU
Joint Stock Company Voronezhsky Factory Poluprovodnikovykh Priborov-Sborka,Entity ,AU
Joint Stock Company Voskresensky Aggregation Factory,Entity,NZ
Joint Stock Company Vyatskoye Mashinostroitelnoye Predpriyatiye Avitek,Entity,NZ
Joint Stock Company Zavod Dagdizel,Entity,NZ
Joint-Stock Bank Rossiya,Entity,AU
Joint-Stock Company 810 Aircraft Repair Plant,Entity,NZ
Joint-Stock Company Almaz-Antey Air and Space Defence Corporation,Entity,AU
Joint-Stock Company Almaz-Antey Corporation,Entity,NZ
JOINT-STOCK COMPANY PLANT UNIVERSALMASH,Entity,NZ
JOINT-STOCK COMPANY RADIOAVIONICA ,Entity,NZ
Joint-Stock Company Research and Production Enterprise Topaz ,Entity,AU
Joint-Stock Company Scientific Research Center for Automated Systems Design,Entity,NZ
Joint-stock company Sparkling wine plant ‘Novy Svet’,Entity,AU
Journal Kamerton,Entity,AU
JOZA INDUSTRIAL CO.,Entity,AU
Joza Industrial Company,Entity,AU
Joza Industries Company,Entity,AU
JSC 'Almaz-Antey' MSDB,Entity,AU
JSC “Baz”,Entity ,AU
"JSC ""Region""",Entity,NZ
JSC 224th Flight Unit State Airlines,Entity,NZ
JSC 33 Shipyard,Entity,NZ
JSC 558 Aircraft Repair Plant,Entity,NZ
JSC All Russian Research Institute of Radio Engineering (JSC VNIIRA),Entity,NZ
JSC BMZ,Entity,NZ
JSC Central Research Institute of Automation and Hydraulics,Entity,NZ
JSC Central Research Institute of Machine Building (JSC TsNIIMash),Entity,NZ
JSC Concern Avtomatika,Entity,AU
JSC Concern Sozvezdie,Entity,AU
JSC Dalnevostochniy Bank ,Entity,AU
JSC Energospecmontazh,Entity,AU
JSC ENIKS,Entity,AU
JSC Integral,Entity,NZ
JSC Kalashnikov ,Entity,AU
JSC Kazan Helicopter Plant,Entity,NZ
JSC KRASNY GIDROPRESS,Entity,NZ
JSC Lazurit Design Bureau,Entity ,AU
JSC MAC Vympel,Entity,AU
JSC Machine Building Company VITYAZ,Entity,AU
Jsc Mc Rdif,Entity,AU
JSC MNII Agat,Entity,NZ
JSC Motovilikhinskiye,Entity,NZ
JSC NIKIET,Entity,AU
JSC Novosibirsk Aircraft Production Association Plant Named After V.P. Chkalov,Entity,NZ
JSC NPO PRIBOR,Entity,NZ
JSC Operating Organization of Zaporizhzhya NPP,Entity,AU
JSC Order of Lenin Research and Design Institute of Energy Engineering named after N. A. Dollezhal,Entity,AU
JSC Petrovsky Electromechanical Zavod Molot,Entity,NZ
JSC Research and Production Association Kvant,Entity,NZ
JSC Research and Production Corporation UralVagonZavod,Entity,NZ
JSC Rocket and Space Centre - Progress,Entity,NZ
JSC SPC Tekhmash,Entity ,AU
JSC State Machine-Building Design Bureau “Raduga”,Entity,AU
JSC Technodinamika,Entity ,AU
JSC Titan Design Bureau ,Entity,AU
JSC Tula Cartridge Works  ,Entity,NZ
JSC Urals Works of Civil Aviation,Entity ,AU
JSC VZPP-S,Entity ,AU
JTJ,Entity,AU
JUD,Entity,AU
Judea Police,Entity,AU
Jund Al Aqsa,Entity,AU
Jund al Khalifa,Entity,AU
Jund al Khilafah,Entity,AU
Jund al-Islam,Entity,AU
Jund al-Khalifa fi Ard al-Jazayer,Entity,AU
Jund al-Khilafa,Entity,AU
Jund al-Khilafah fi Ard al-Jaza’ir,Entity,AU
Jund al-Khilafah fi Tunis,Entity,AU
Jund Al-Khilafah In Algeria (JAK-A),Entity,AU
JUND AL-KHILAFAH IN TUNISIA (JAK-T),Entity,AU
KAA,Entity,AU
Kaane Halhul Gang,Entity,AU
Kach,Entity,AU
KADEK,Entity,AU
Kahane Chai,Entity,AU
Kahane Lives,Entity,AU
KALA-ELECTRIC,Entity,AU
Kalashnikov Concern,Entity,"NZ, AU"
Kalaye Electric Company,Entity,AU
Kalmius Battalion,Entity,AU
Kaluga Research Institute of Radio Engineering Joint Stock Company,Entity,AU
Kaluga Research Institute of Radio Engineering JSC,Entity,NZ
Kaluga Scientific Research Radio Technology Institute,Entity,AU
Kamaz,Entity,"NZ, AU"
Kangbong Trading Corporation,Entity,AU
Karanir ,Entity,AU
Karanir Sanat,Entity,AU
KARBALA CORPS,Entity,AU
Katehon Think Tank LLC,Entity,AU
Katibat Ansar al Charia,Entity,AU
Kaveh Cutting Tools,Entity,AU
KAVEH CUTTING TOOLS COMPANY,Entity,AU
Kaveh Cutting Tools Complex,Entity,AU
Kaveh Cutting Tools Factories,Entity,AU
KAZAKH JAMA'AT,Entity,AU
KBM,Entity,AU
KBSM,Entity ,AU
KCST,Entity,AU
Kerch Commercial Sea Port – State Enterprise,Entity,AU
Kerch Commercial Seaport,Entity,AU
Kerch Ferry – State Enterpise,Entity,AU
Kerch Ferry – State Ferry Enterprise,Entity,AU
Kerch Ferry SE,Entity,AU
Kerch Merchant Sea Port,Entity,AU
Kerch Sea Port,Entity,AU
Kfar Tapuah Fund,Entity,AU
Khabarovsk Radio Engineering Plant Joint Stock Company,Entity ,AU
Khadamat-e Havaie-e Pars,Entity,AU
Khalid ibn al-Walid Army,Entity,AU
Khataib al-Imam al-Bukhari,Entity,AU
Khatam al-anbya,Entity,AU
Khatam ol anbia,Entity,AU
Khatam ol Anbia Gharargah Sazandegi Nooh,Entity,AU
Khatem-al Anbiya Construction Headquarters,Entity,AU
Khatem-ol Anbiya Construction Headquarters,Entity,AU
KHATIBA AL-TAWHID WAL-JIHAD (KTJ),Entity,AU
Khatiba Imam Al-Bukhari,Entity,AU
Khorasan Ammunition And Metallurgy Industries,Entity,AU
KHORASAN METALLURGY INDUSTRIES,Entity,AU
Khorasan Metalogy Industries,Entity,AU
KIB,Entity,AU
Kimia Part Sivan Company,Entity,NZ
"Kingly Won International Co., Ltd",Entity,AU
Kir Nirou,Entity,AU
Kizlyar Electromechanical Plant JSC,Entity,NZ
KKBC ,Entity,AU
KNAAPO,Entity,AU
KNAAZ,Entity,AU
KNIRTI,Entity,AU
Koach,Entity,AU
Kohas AG,Entity,AU
Kolomna Design Bureau of Machine-Building,Entity,AU
KOMID,Entity,AU
Komsomolsk-na-Amur Aviation Production Organization ,Entity,AU
Komsomolsk-on-amur Aviation Plant,Entity,NZ
Komsomolsk-on-Amur Aviation Plant named after Yu. A. Gagarin,Entity,AU
Kongra Azadi u Demokrasiya Kurdistan,Entity,AU
Kongra Gel,Entity,AU
Kongra Gele Kurdistan,Entity,AU
KONTSERN AVIAPRIBOROSTROENIE OAO,Entity,NZ
KONTSERN ORION OAO,Entity,NZ
KONTSERN SIRIUS OA,Entity,NZ
Kore Kuryonggang Trading Corporation,Entity,AU
KOREA ACHIM SHIPPING CO,Entity,AU
KOREA ANSAN SHIPPING COMPANY,Entity,AU
Korea Ansan SHPG CO,Entity,AU
KOREA ANSAN SHPG COMPANY,Entity,AU
Korea Buyon Shipping Co. Ltd.,Entity,AU
Korea Buyon Shipping Company Limited,Entity,AU
Korea Changgwang Credit Bank,Entity,AU
KOREA COMPLEX EQUIPMENT IMPORT CORPORATION,Entity,AU
Korea Daeryonggang Trading Corporation,Entity,AU
Korea Daesong Bank,Entity,AU
KOREA DAESONG GENERAL TRADING CORPORATION,Entity,AU
Korea Daesong Trading Company,Entity,AU
Korea Daesong Trading Corporation,Entity,AU
Korea Foreign Insurance Company,Entity,AU
Korea Foreign Technical Trade Center,Entity,AU
Korea Hengjin Trading Company,Entity,AU
Korea Henjin Trading Co,Entity,AU
KOREA HEUNGJIN TRADING COMPANY,Entity,AU
KOREA HYOKSIN EXPORT AND IMPORT CORPORATION,Entity,AU
KOREA HYOKSIN TRADING CORPORATION,Entity,AU
Korea International Chemical Joint Venture Company,Entity,AU
Korea Kumryong Trading Corporation,Entity,AU
KOREA KUMSAN TRADING CORPORATION,Entity,AU
Korea Kumsong Bank,Entity,AU
Korea Kwangson Banking Corporation (KKBC),Entity,AU
Korea Kwangsong Trading Corporation,Entity,AU
Korea Mining Development Trading Corporation,Entity,AU
Korea Mirae Shipping Co. Ltd,Entity,AU
KOREA MYONGDOK SHIPPING CO,Entity,AU
Korea Ocean Shipping Agency (KOSA),Entity,AU
Korea Paek Sol Trading,Entity,AU
Korea Pugang Trading Corporation,Entity,AU
Korea Ryengwang Trading Corporation,Entity,AU
Korea Ryenha Machinery J/V Corporation,Entity,AU
Korea Ryonbong General Corporation,Entity,AU
Korea Ryongwang Trading Corporation,Entity,AU
Korea Ryonha Machinery Joint Venture Corporation,Entity,AU
KOREA SAMJONG SHIPPING,Entity,AU
KOREA SAMMA SHIPPING CO,Entity,AU
Korea Samma SHPG CO,Entity,AU
Korea Taesong Trading Company,Entity,AU
Korea Tearyonggang Trading Corporation,Entity,AU
Korea Trading Bank,Entity,AU
Korea Ungum Corporation,Entity,AU
Korea United Development Bank,Entity,AU
Korea Yonbong General Corporation,Entity,AU
Korea Yujong Shipping Co Ltd,Entity,AU
Korean Committee for Space Technology,Entity,AU
Korean National Insurance Company (KNIC),Entity,AU
KOREAN TANGUN TRADING CORPORATION,Entity,AU
KORYO BANK,Entity,AU
Koryo Credit Development Bank,Entity,AU
Koryo Global Credit Bank,Entity,AU
Koryo Global Trust Bank,Entity,AU
KOTI CORP,Entity,AU
KPA Unit 586,Entity,AU
KPSK OOO,Entity,AU
Krasny Gydropress Joint Stock Company,Entity ,AU
Krasny Hydropress,Entity ,AU
Kronshtadt,Entity,AU
Kronshtadt Group  ,Entity,NZ
Krylov State Research Centre,Entity,NZ
Krymske Respublikanske Pidpryemstvo Azovsky Likerogorilchany Zavod,Entity,AU
KU'MHAERYONG COMPANY LTD.,Entity,AU
KUKPANG KWAHAK-WON,Entity,AU
Kumsong Bank,Entity,AU
Kupol Izhevsk Electromechanical Plant Joint Stock Company,Entity,AU
Kurdish Freedom Falcons,Entity,AU
Kurdish Liberation Hawks,Entity,AU
Kurdish Taliban,Entity,AU
Kurdistan Freedom and Democracy Congress,Entity,AU
Kurdistan Freedom Brigade,Entity,AU
Kurdistan Freedom Hawks,Entity,AU
Kurdistan Halk Kongresi,Entity,AU
Kurdistan Labor Party,Entity,AU
Kurdistan Ozgurluk Sahinleri,Entity,AU
Kurdistan People’s Congress,Entity,AU
Kurdistan Supporters of Islam,Entity,AU
Kurdistan Workers’ Party,Entity,AU
Kurgan Machinery Plant,Entity,AU
Kurganmashzavod,Entity,NZ
Kurganmashzavod Public Joint Stock Company ,Entity,AU
Kuryonggang Trading Corporation,Entity,AU
Kyongyong Credit Bank,Entity,AU
La Fundación Cooperativa Basij,Entity,AU
LAJNAT UL MASA EIDATUL AFGHANIA,Entity,AU
Larrycom for Investment Ltd,Entity,AU
larrycom-invest.com,Entity,AU
Lashkar e Tayyaba,Entity,AU
Lashkar i Jhangvi ,Entity,AU
LASHKAR-E-TAYYIBA,Entity,AU
Lashkar-e-Toiba,Entity,AU
Lashkar-i-Taiba,Entity,AU
Laskar 99,Entity,AU
Laskar Mujahidin,Entity,AU
Laskar Mujahidin Indonesia,Entity,AU
Laskar Mujahidin Majelis Mujahidin,Entity,AU
Lazurit CDB,Entity ,AU
Lazurit Central Design Bureau,Entity ,AU
Le Groupe Salafiste pour la Prédication et le Combat,Entity,AU
Leader (Hong Kong) International,Entity,AU
Leader International Trading Limited,Entity,AU
Leasing Company KAMAZ Incorporated,Entity,NZ
Lehava,Entity,AU
Lenpromtransproekt,Entity,AU
Lenpromtransproekt Joint Stock Company,Entity,AU
Lenpromtransproyekt,Entity,AU
Les Enturbannés,Entity,AU
Les Sentinelles,Entity,AU
Les Signataires par le Sang,Entity,AU
LET,Entity,AU
Levantine Mujahideen on the Battlefields of Jihad,Entity,AU
LFIC,Entity,AU
Liberation of al-Sham Commission,Entity,AU
Liberation of the Levant Organisation Tahrir al-Sham,Entity,AU
Liberation Tigers of Tamil Eelam,Entity,AU
Libyan Africa Investment Portfolio,Entity,AU
Libyan Foreign Investment Company,Entity,AU
Libyan Investment Authority,Entity,AU
Libyan Islamic Fighting Group,Entity,AU
LIBYAN SOCIETY,Entity,AU
LIFG,Entity,AU
Light Aircraft Design and Manufacturing Industries,Entity,AU
Limited Liability Company 'Kerch Seaport'/'Kamysh-Burun',Entity,AU
Limited Liability Company Alabuga-Fibre,Entity,NZ
Limited Liability Company Bulat,Entity,NZ
Limited Liability Company Eastern Stevedoring Company,Entity,AU
Limited Liability Company Kaspiyskaya Energiya Administration Office,Entity,NZ
Limited Liability Company National Technologies,Entity,NZ
Limited Liability Company Nauchno-Proizvodstvennoye Obyedineniye Radiovolna,Entity,NZ
Limited Liability Company Port Feodosia,Entity,AU
Limited Liability Company Promtechnologia,Entity,AU
Limited Liability Company Promtekhnologiya ,Entity,AU
Limited Liability Company Redut Security,Entity,AU
Limited Liability Company Redut-Bezopasnost,Entity,AU
Limited Liability Company RGT,Entity,NZ
Limited Liability Company RVC Management Company,Entity,AU
Limited Liability Company StroyGazMontazh ,Entity,AU
Limited Liability Company Transoil,Entity,AU
Limited Liability Company Zala Aero,Entity,NZ
LIMMT,Entity,AU
LIMMT Economic and Trade Company,Entity,AU
Lipetsk Mechanical Plant LLC,Entity,NZ
Lipetsk Mechanical Plant LLC ,Entity,AU
Liwa Shuhada al-Yarmouk,Entity,AU
LLC CST,Entity,NZ
LLC CST ,Entity,AU
Llc Mc Rvc,Entity,AU
LLC Minatekh,Entity,NZ
LLC Planar,Entity,AU
LLC Promtekhnologiya,Entity,NZ
LLC Renera,Entity ,AU
LLC RT-Komplekt,Entity,NZ
LLC RT-Komplekt ,Entity,AU
LLC Sokhra,Entity,NZ
LLC Symphony,Entity,NZ
LLC Synesis,Entity,"NZ, AU"
LLC Trest Rosspetsenergomontazh,Entity,AU
Llc Uk Rvk,Entity,AU
LM3,Entity,AU
LMI,Entity,AU
LOGARCHEO AG,Entity,AU
LOGARCHEO S.A.,Entity,AU
Lord's Resistance Army,Entity,AU
Lord’s Resistance Movement (LRM),Entity,AU
Lord’s Resistance Movement/Army (LRM/A),Entity,AU
LOYALIST VOLUNTEER FORCE ,Entity,AU
LPTP JSC,Entity,AU
LRA,Entity,AU
LTD Avia Group,Entity,AU
LTD Avia Group Nord ,Entity,AU
LTTE,Entity,AU
Lugansk Economic Union  ,Entity,AU
Lugansk Guard,Entity,AU
Lugansk People’s Republic,Entity,AU
Luhansk Economic Union,Entity,AU
Luhansk Guard,Entity,AU
Luhansk People's Liberation Battalion Zorya,Entity,AU
Luhansk People’s Republic,Entity,AU
Lukoil Public Joint Stock Company ,Entity,AU
LVF,Entity,AU
Lyongaksan General Trading Corporation,Entity,AU
M Leasing Limited Liability Company,Entity,AU
M Leasing LLC,Entity,"NZ, AU"
M Lizing,Entity,AU
M. BABAIE INDUSTRIES,Entity,AU
M23,Entity,AU
MAAA Synergy,Entity,AU
MACHANGA LTD,Entity,AU
Machine Industry Department,Entity,AU
Mada Transport,Entity,AU
Mada Transport Group,Entity,AU
Mado Company,Entity,AU
MAEI ,Entity,AU
Magarach Agricultural Company of National Institute of Wine and Grapes Magarach,Entity,AU
Magarach of the National Institute of Wine – State Enterprise,Entity,AU
Mahad Moalim,Entity,AU
Mahrous Group,Entity,AU
Mahrous Trading Establishment,Entity,AU
Mahrous Trading FZE,Entity,AU
Mahrous Trading Institute,Entity,AU
Mahrus Group,Entity,AU
Mahrus Trading Establishment,Entity,AU
Mahrus Trading FZE,Entity,AU
Mahtab Technical Engineering Company,Entity,AU
